Artist,Album,Song,Lyric,SongNum,Year,lyrics_clean,sentiment
A.N.I.M.A.L,Poder Latino,Dejar De Ser,"Dejar de ser, dejar de pelear. Voltear no ver,
no ver lo que mas te enseГѓВ­o a crecer fue
perder tu primer vieja escuela. Distinta
convicciГѓВіn, el tiempo desuniГѓВі, lo que tenemos
hoy hay que protejerlo a pleno en la
vida siendo siempre fieles.
La humildad cuidara nuestro saber.
Voltear, no ver, dejar de ser, hoy nada tiene
importancia, poco de ayer rescatabas, fuiste
quedando alejado, fuiste dejando de comprender
el porque, ya lo ves, siento que su
sabor es amargo. Distinta convicciГѓВіn, el
tiempo desuniГѓВі, lo que tenemos hoy hay
que protejerlo a pleno en la vida siendo
siempre fieles.
La humildad cuidara nuestro saber,
la humildad cuidara, condiciГѓВіn
de aprender.

",6,1998,"dejar de ser dejar de pelear voltear no ver
no ver lo que mas te enseгѓвo a crecer fue
perder tu primer vieja escuela distinta
convicciгѓвіn el tiempo desuniгѓві lo que tenemos
hoy hay que protejerlo a pleno en la
vida siendo siempre fieles
la humildad cuidara nuestro saber
voltear no ver dejar de ser hoy nada tiene
importancia poco de ayer rescatabas fuiste
quedando alejado fuiste dejando de comprender
el porque ya lo ves siento que su
sabor es amargo distinta convicciгѓвіn el
tiempo desuniгѓві lo que tenemos hoy hay
que protejerlo a pleno en la vida siendo
siempre fieles
la humildad cuidara nuestro saber
la humildad cuidara condiciгѓвіn
de aprender",0.0
A.N.I.M.A.L,Poder Latino,Latino America,"Latinoam'rica, pareciera una herida abierta, verdadera
muestra de sobrevivencia extrema, Latinoam'rica.
Raza en su comp s de fuego interior
no deja que apague su calor.
Sigue en pie, sigue en pie firme!.
Respirando un clima de pobreza expresa como
un golpe bajo su naturaleza, Latinoam'rica.
Raza en su comp s de fuego interior
no deja que apague su calor.
Sigue en pie, sigue en pie firme!.

",7,1998,"latinoamrica pareciera una herida abierta verdadera
muestra de sobrevivencia extrema latinoamrica
raza en su comp s de fuego interior
no deja que apague su calor
sigue en pie sigue en pie firme
respirando un clima de pobreza expresa como
un golpe bajo su naturaleza latinoamrica
raza en su comp s de fuego interior
no deja que apague su calor
sigue en pie sigue en pie firme",0.0
A.N.I.M.A.L,Poder Latino,Gracias Doy,"Al fin y al cabo se que a trav's del tiempo
voy, y ahora que vuelvo bien, sinceramente,
te dir': solo gracias doy! Parece como si
cuando se lo pedГѓВ­ escuchara mi af n, doy
las gracias, podr' continuar. Aunque
parezca poco aprendo a valorar lo que le
falta a otros para sentirse en paz y solo gracias
dar. Un fruto bueno dio el  rbol que creciГѓВі
en el viejo jardГѓВ­n de lo anhelos. Pienso que
me ha tocado la fortuna con sus manos,
poder continuar.

",8,1998,"al fin y al cabo se que a travs del tiempo
voy y ahora que vuelvo bien sinceramente
te dir solo gracias doy parece como si
cuando se lo pedгѓв escuchara mi af n doy
las gracias podr continuar aunque
parezca poco aprendo a valorar lo que le
falta a otros para sentirse en paz y solo gracias
dar un fruto bueno dio el  rbol que creciгѓві
en el viejo jardгѓвn de lo anhelos pienso que
me ha tocado la fortuna con sus manos
poder continuar",0.0
A.N.I.M.A.L,Poder Latino,Esclavo De Ilusion,"Fue lo que tenia y ahora tengo m s,
la estrella que mas brilla pude alcanzar,
y espero que me muestre a donde me llevar
como el viento empuja una hoja muerta.
Fuerte es el camino por recorrer hasta
esa ilusiГѓВіn que tanto ansГѓВ­o ver, y el la
meta encuentro y todavГѓВ­a puedo andar
el viaje mas duro ser .
Llevo un as de espadas y un as de corazГѓВіn,
ambas ganan la partida de una jugada.
Que rara enfermedad tendr  esta tierra,
que lava comenzГѓВі a escupir, o ser
que esta contenta y es su forma de reГѓВ­r,
todo comienza a tener sentido.
Llevo un as de espadas y un as de corazГѓВіn,
ambas ganan la partida de una jugada,
llevo un as de espadas y un as de corazГѓВіn,
vivir, sentir, morir, existir.

",9,1998,"fue lo que tenia y ahora tengo m s
la estrella que mas brilla pude alcanzar
y espero que me muestre a donde me llevar
como el viento empuja una hoja muerta
fuerte es el camino por recorrer hasta
esa ilusiгѓвіn que tanto ansгѓвo ver y el la
meta encuentro y todavгѓвa puedo andar
el viaje mas duro ser 
llevo un as de espadas y un as de corazгѓвіn
ambas ganan la partida de una jugada
que rara enfermedad tendr  esta tierra
que lava comenzгѓві a escupir o ser
que esta contenta y es su forma de reгѓвr
todo comienza a tener sentido
llevo un as de espadas y un as de corazгѓвіn
ambas ganan la partida de una jugada
llevo un as de espadas y un as de corazгѓвіn
vivir sentir morir existir",0.0
A.N.I.M.A.L,Usa Toda Tu Fuerza,Revoluci__n,"Sale de mi, sale de tu ser
otra verdad, otra realidad
seremos mas, revoluciГѓВіn hoy
resta pelear, resta seguir firmes
sobrevivir, sobrevivir, si
una actitud debemos llevar
integridad, autocontrol, ya
parado con los pies en la tierra
revoluciГѓВіn !! revoluciГѓВіn!!
puedes elegir
de que lado estar
nuestra libertad
vale mucho mas!!
se despierta un siglo
virgen y agresivo
se despierta un siglo
mal nacido a tiempo
revolucionar nuestra condiciГѓВіn
revoluciГѓВіn, tomar lo que es nuestro
se puede oler, se puede sentir
mucha ansiedad suelta en la calle
RevoluciГѓВіn, RevoluciГѓВіn Hoy!
se abre el telГѓВіn, raza sin paz arde
sigue tu ley, sigue tu ley
porque al final todos nos vuelve
sigue tu ley sin pisar a los demГѓВЎs
RevoluciГѓВіn, RevoluciГѓВіn ,arde
RevoluciГѓВіn de hoy

",1,1999,"sale de mi sale de tu ser
otra verdad otra realidad
seremos mas revoluciгѓвіn hoy
resta pelear resta seguir firmes
sobrevivir sobrevivir si
una actitud debemos llevar
integridad autocontrol ya
parado con los pies en la tierra
revoluciгѓвіn  revoluciгѓвіn
puedes elegir
de que lado estar
nuestra libertad
vale mucho mas
se despierta un siglo
virgen y agresivo
se despierta un siglo
mal nacido a tiempo
revolucionar nuestra condiciгѓвіn
revoluciгѓвіn tomar lo que es nuestro
se puede oler se puede sentir
mucha ansiedad suelta en la calle
revoluciгѓвіn revoluciгѓвіn hoy
se abre el telгѓвіn raza sin paz arde
sigue tu ley sigue tu ley
porque al final todos nos vuelve
sigue tu ley sin pisar a los demгѓвўs
revoluciгѓвіn revoluciгѓвіn arde
revoluciгѓвіn de hoy",0.0
A.N.I.M.A.L,Usa Toda Tu Fuerza,Atropello,"PoluciГѓВіn, radiaciГѓВіn, humana clonaciГѓВіn,
deformar por quebrar una ley natural,
herida de depredador,
sentenciara nuestro atropello.
la tierra traerГѓВЎ venganza en su vos,
furia de volcГѓВЎn, mares de dolor.
harta de soportar ataco con razГѓВіn,
tiempo de reclamar, lГѓВіgica reacciГѓВіn

",10,1999,"poluciгѓвіn radiaciгѓвіn humana clonaciгѓвіn
deformar por quebrar una ley natural
herida de depredador
sentenciara nuestro atropello
la tierra traerгѓвў venganza en su vos
furia de volcгѓвўn mares de dolor
harta de soportar ataco con razгѓвіn
tiempo de reclamar lгѓвіgica reacciгѓвіn",0.1
A.N.I.M.A.L,Usa Toda Tu Fuerza,Aura,"SueГѓВ±o de cristal, puro y esencial,
siento su reflejo que anida en mi pecho dando luz
siempre fiel regreso cada vez que me marcho.
ГѓВЎngel de mi romance
lleva en sus manos hoy
las llaves para liberar mi amor.
saboreo su recuerdo, que alimenta este deseo,
de pasiones, fantaseo que te tengo,
tan alto como el sol.
busco verte en una estrella cada noche
mirando me titilan tus pupilas en el cielo
sobre mi llevo el aura de nuestro respeto eterno,
tan feliz, lo protejo

",11,1999,"sueгѓвo de cristal puro y esencial
siento su reflejo que anida en mi pecho dando luz
siempre fiel regreso cada vez que me marcho
гѓвўngel de mi romance
lleva en sus manos hoy
las llaves para liberar mi amor
saboreo su recuerdo que alimenta este deseo
de pasiones fantaseo que te tengo
tan alto como el sol
busco verte en una estrella cada noche
mirando me titilan tus pupilas en el cielo
sobre mi llevo el aura de nuestro respeto eterno
tan feliz lo protejo",0.0
A.N.I.M.A.L,Usa Toda Tu Fuerza,Highway To Hell ....,"Sin razГѓВіn, sin poesГѓВ­a,
no hay otra cosa que yo quiera hacer,
con amigos estarГѓВ© ,tocando fondo y divirtiГѓВ©ndome!!
come on over highway to hell!!
nadie me detendrГѓВЎ, no hay limites de velocidad,
girare sin parar, nadie se cruza por mi lugar,
hey SatГѓВЎn, pay my dues
hey mama look at me,
I am on my way to the promised land.
highway to hell!!




",12,1999,"sin razгѓвіn sin poesгѓвa
no hay otra cosa que yo quiera hacer
con amigos estarгѓв tocando fondo y divirtiгѓвndome
come on over highway to hell
nadie me detendrгѓвў no hay limites de velocidad
girare sin parar nadie se cruza por mi lugar
hey satгѓвўn pay my dues
hey mama look at me
i am on my way to the promised land
highway to hell",0.0
A.N.I.M.A.L,Usa Toda Tu Fuerza,Cuida Tu Fe,"Cae el trueno de la guerra otra vez
con su marcha asesina tan cruel
destruyendo la poca dignidad
que agoniza y despacio caerГѓВЎ
cuida tu fe !
sometidos ,el pueblo ha de pagar
por cobardes que nos han de guiar
lo que existe no se pudo escoger
esta herencia es la historia que vez
cuida tu fe!!...
refugiados masticando el dolor
de la muerte que a sus hijos comiГѓВі
sin respeto para la humanidad
agrediendo, guerra por religiГѓВіn
cuida tu fe!!

",2,1999,"cae el trueno de la guerra otra vez
con su marcha asesina tan cruel
destruyendo la poca dignidad
que agoniza y despacio caerгѓвў
cuida tu fe 
sometidos el pueblo ha de pagar
por cobardes que nos han de guiar
lo que existe no se pudo escoger
esta herencia es la historia que vez
cuida tu fe
refugiados masticando el dolor
de la muerte que a sus hijos comiгѓві
sin respeto para la humanidad
agrediendo guerra por religiгѓвіn
cuida tu fe",-1.0
A.N.I.M.A.L,Usa Toda Tu Fuerza,Usa Toda Tu Fuerza,"Usa toda tu fuerza ya!
dedicado a contemplar
esperando la oportunidad
dedicado a contemplar
la veloz y avara realidad
la simpleza puede ser
para el hombre fuente de poder
la simpleza puede ver
a travГѓВ©s del egoГѓВ­smo
usa, usa tu cerebro
usa toda tu fuerza ya!
cada cual va con su verdad.
La mentira es tan real
que enriquece la mediocridad
la felicidad esta
donde nadie la quiere buscar,
contemplando aprenderГѓВ©
de que agua tengo que beber,
contemplando aprenderГѓВ©
en que manga estГѓВЎn los ases
Usa , usa tu cerebro.
Contemplar para asimilar la libertad
usa toda tu fuerza ya!

",3,1999,"usa toda tu fuerza ya
dedicado a contemplar
esperando la oportunidad
dedicado a contemplar
la veloz y avara realidad
la simpleza puede ser
para el hombre fuente de poder
la simpleza puede ver
a travгѓвs del egoгѓвsmo
usa usa tu cerebro
usa toda tu fuerza ya
cada cual va con su verdad
la mentira es tan real
que enriquece la mediocridad
la felicidad esta
donde nadie la quiere buscar
contemplando aprenderгѓв
de que agua tengo que beber
contemplando aprenderгѓв
en que manga estгѓвўn los ases
usa  usa tu cerebro
contemplar para asimilar la libertad
usa toda tu fuerza ya",0.2
A.N.I.M.A.L,Usa Toda Tu Fuerza,Barrio Patron,"Barrio patrГѓВіn donde naces
adolescencia en las calles nos dio
nos enseГѓВ±o a separar
todo lo limpio
de todo lo malo,
mucha amistad , mucha traiciГѓВіn
todo se va adonde sopla el viento
siempre fue asГѓВ­ y asГѓВ­ serГѓВЎ,
cada uno cuidando su culo.
En la calle llora y rГѓВ­e la vida
en la calle la bola ocho gira!!

",4,1999,"barrio patrгѓвіn donde naces
adolescencia en las calles nos dio
nos enseгѓвo a separar
todo lo limpio
de todo lo malo
mucha amistad  mucha traiciгѓвіn
todo se va adonde sopla el viento
siempre fue asгѓв y asгѓв serгѓвў
cada uno cuidando su culo
en la calle llora y rгѓвe la vida
en la calle la bola ocho gira",0.0
A.N.I.M.A.L,Usa Toda Tu Fuerza,Ganar O Perder,"Siempre que sientas, que sientas,
disparas una flecha que apunta directo al blanco.
siempre que quieras, que quieras,
tu mente es quien patea barreras para enfrentarlo.
siempre que puedas, que puedas,
si tienes en las venas las garras para atraparlo.
siempre que llegas, que llegas,
no olvides esa vieja primera lecciГѓВіn de barrio.
ganar para perder,
perder para ganar.
cuando no sientas, no sientas,
ahogado en el vaciГѓВі que llena tu desencanto.
cuando no quieras, no quieras,
mejor pegar la vuelta buscando por otro lado.
cuando no puedas, no puedas,
un brazo compaГѓВ±ero te jala y te pone a salvo.
cuando no llegas, no llegas,
se muere en el intento la puta suerte.
ganar para perder,
perder para ganar.
cuando no sientas, no sientas,
ahogado en el vaciГѓВі que llena tu desencanto.
cuando no quieras, no quieras
mejor pegar la vuelta buscando por otro lado.
siempre que puedas, que puedas,
si tienes en las venas las garras para atraparlo,
siempre que llegas, que llegas,
no olvides esa vieja primera lecciГѓВіn de barrio.
ganar para perder,
perder para ganar

",5,1999,"siempre que sientas que sientas
disparas una flecha que apunta directo al blanco
siempre que quieras que quieras
tu mente es quien patea barreras para enfrentarlo
siempre que puedas que puedas
si tienes en las venas las garras para atraparlo
siempre que llegas que llegas
no olvides esa vieja primera lecciгѓвіn de barrio
ganar para perder
perder para ganar
cuando no sientas no sientas
ahogado en el vaciгѓві que llena tu desencanto
cuando no quieras no quieras
mejor pegar la vuelta buscando por otro lado
cuando no puedas no puedas
un brazo compaгѓвero te jala y te pone a salvo
cuando no llegas no llegas
se muere en el intento la puta suerte
ganar para perder
perder para ganar
cuando no sientas no sientas
ahogado en el vaciгѓві que llena tu desencanto
cuando no quieras no quieras
mejor pegar la vuelta buscando por otro lado
siempre que puedas que puedas
si tienes en las venas las garras para atraparlo
siempre que llegas que llegas
no olvides esa vieja primera lecciгѓвіn de barrio
ganar para perder
perder para ganar",0.0
A.N.I.M.A.L,Usa Toda Tu Fuerza,Dios,"Dios!
la injusticia que apuГѓВ±ala
ha infectado nuestra raza,
corazones con espinas,
cielo y hambre, roГѓВ±a y vida.
rГѓВ­e el diablo burlГѓВЎndose
rГѓВ­e el diablo burlГѓВЎndose,
ve a la raza matГѓВЎndose,
rГѓВ­e el diablo burlГѓВЎndose,
viendo al mundo pudriГѓВ©ndose.
dios, donde quiera que estГѓВ©s
mira como otra vez algo vuelve a fallar,
tus hijos te reclamaran.
vino y sangre, cruz de hierro,
de rodillas suplicando,
cementerios de esperanzas,
inhumana sobrecarga.
rГѓВ­e el diablo burlГѓВЎndose,
rГѓВ­e el diablo burlГѓВЎndose,
ve a la raza matГѓВЎndose,
rГѓВ­e el diablo burlГѓВЎndose,
dios, dios
donde quiera que estГѓВ©s, ven!
mira como otra vez, mГѓВЎs!
algo vuelve a fallar, hoy,
tus hijos te reclaman ,dios

",6,1999,"dios
la injusticia que apuгѓвala
ha infectado nuestra raza
corazones con espinas
cielo y hambre roгѓвa y vida
rгѓвe el diablo burlгѓвўndose
rгѓвe el diablo burlгѓвўndose
ve a la raza matгѓвўndose
rгѓвe el diablo burlгѓвўndose
viendo al mundo pudriгѓвndose
dios donde quiera que estгѓвs
mira como otra vez algo vuelve a fallar
tus hijos te reclamaran
vino y sangre cruz de hierro
de rodillas suplicando
cementerios de esperanzas
inhumana sobrecarga
rгѓвe el diablo burlгѓвўndose
rгѓвe el diablo burlгѓвўndose
ve a la raza matгѓвўndose
rгѓвe el diablo burlгѓвўndose
dios dios
donde quiera que estгѓвs ven
mira como otra vez mгѓвўs
algo vuelve a fallar hoy
tus hijos te reclaman dios",0.0
A.N.I.M.A.L,Usa Toda Tu Fuerza,Choli Rancho,"Imaginando volamos de verdad,
nos podemos elevar.
en la mente se encuentra el origen
de todo lo que nos empuja a vivir,
nos ponemos a inventar.
imaginando volamos de verdad,
es como un don que no se va,
alucinar un deseo y comenzar
alguna buena acciГѓВіn, ya!
el futuro nos creamos
con semillas que inventamos,
el futuro nos obliga
a superar cada dГѓВ­a.
siente al volar, siente al volar,
prende el brillo en tus ojos,
siente al volar, siente al volar,
sin perder el control,
tanto joder, tanto joder,
que al final lo encontras,
tironeamos de nuestras vidas
desde el centro de la ilusiГѓВіn.
hoy, elevar, imaginar, viene bien

",7,1999,"imaginando volamos de verdad
nos podemos elevar
en la mente se encuentra el origen
de todo lo que nos empuja a vivir
nos ponemos a inventar
imaginando volamos de verdad
es como un don que no se va
alucinar un deseo y comenzar
alguna buena acciгѓвіn ya
el futuro nos creamos
con semillas que inventamos
el futuro nos obliga
a superar cada dгѓвa
siente al volar siente al volar
prende el brillo en tus ojos
siente al volar siente al volar
sin perder el control
tanto joder tanto joder
que al final lo encontras
tironeamos de nuestras vidas
desde el centro de la ilusiгѓвіn
hoy elevar imaginar viene bien",0.0
A.N.I.M.A.L,Usa Toda Tu Fuerza,Vamos Por Mas,"La luna nos guГѓВ­a yendo sobre hielo,
dragones en la sangre quema con su lengua,
chocando las manos en seГѓВ±al de respeto,
tiempo que nos encuentra tirando del mismo buey,
hoy y ayer!!
con la rabia y el temor
vamos por mas!!
corriendo el riesgo como inspiraciГѓВіn,
siguiendo la huella que otro dejo.
jamГѓВЎs se rendirГѓВЎ ,nunca se detiene,
la vida es pelea para los mas fuertes,
desgraciados que caen, victoriosos que escapan,
la fortuna y la muerte giran a tu alrededor.
hoy y ayer!!

",8,1999,"la luna nos guгѓвa yendo sobre hielo
dragones en la sangre quema con su lengua
chocando las manos en seгѓвal de respeto
tiempo que nos encuentra tirando del mismo buey
hoy y ayer
con la rabia y el temor
vamos por mas
corriendo el riesgo como inspiraciгѓвіn
siguiendo la huella que otro dejo
jamгѓвўs se rendirгѓвў nunca se detiene
la vida es pelea para los mas fuertes
desgraciados que caen victoriosos que escapan
la fortuna y la muerte giran a tu alrededor
hoy y ayer",0.0
A.N.I.M.A.L,Usa Toda Tu Fuerza,Solo,"Sigue la vida que soГѓВ±as,
sigue la vida que queres,
sigue, no importa lo que digan,
no importa lo que digan, no importa lo que digan.
sigue, solo, sigue, por vos!
sigue la vida que soГѓВ±as,
sigue la vida que queres,
sigue, no importa lo que digan,
no importa lo que digan, no importa lo que digan.
solo, creyendo en lo que sos,
solo, creyendo en lo que ves,
sigue, no importa lo que digan,
no importa lo que digan, no importa lo que digan.
sigue, solo, sigue por vos.
nadie sabrГѓВЎ, mejor que vos
lo que debes hacer, no, no!

",9,1999,"sigue la vida que soгѓвas
sigue la vida que queres
sigue no importa lo que digan
no importa lo que digan no importa lo que digan
sigue solo sigue por vos
sigue la vida que soгѓвas
sigue la vida que queres
sigue no importa lo que digan
no importa lo que digan no importa lo que digan
solo creyendo en lo que sos
solo creyendo en lo que ves
sigue no importa lo que digan
no importa lo que digan no importa lo que digan
sigue solo sigue por vos
nadie sabrгѓвў mejor que vos
lo que debes hacer no no",0.0
A.W.A.S,Hope,A.W.A.S.,"[lyrics: martin, music: martin, a.w.a.s.]

Here we are, here we come.
Acoustic war against Satan
Saved by the almighty only one,
who gave for you his beloved son.

One day we all will die,
once I will see Zion.
Do not trust Satan's lies.
I will get to paradise.

Come and see, fight with me.
Judgement day hasn't jet come.
Fight with me against Satan.

Judgement day will come soon.
Acoustic war against Satan.
You are warriors so come on.
Acoustic war against Satan

Stand up fight as one.
We are strong through the son
Saved by grace of the almighty one.
Acoustic war against Satan.
Eph. 6,12 / 2.Kor. 3-5

",10,2006,"lyrics martin music martin awas

here we are here we come
acoustic war against satan
saved by the almighty only one
who gave for you his beloved son

one day we all will die
once i will see zion
do not trust satans lies
i will get to paradise

come and see fight with me
judgement day hasnt jet come
fight with me against satan

judgement day will come soon
acoustic war against satan
you are warriors so come on
acoustic war against satan

stand up fight as one
we are strong through the son
saved by grace of the almighty one
acoustic war against satan
eph 612  2kor 35",0.37777777777777777
A.W.A.S,Hope,Saved,"[lyrics: ruben wedel, martin, music: a.w.a.s.]

Don't know what I was asking for so long.
Don't know were I was running so fast.
I heard the answers but I hadn't listen to.
Trying to be apart and playing at two sides.

Hold me up, when all seems to break.
Give me peace, when my life is a war.
Your love never fails me, you're true to the end.
Saved by Jesus, my loving best friend.

Living with him is like a journey home.
The Lord carries me out of this lives darkness,
and washes my sins away.
He loves me even if turn away.

Keep me warm, when my love grows cold.
Stand by me, when I feel alone.
Your love never fails me, you're true to the end.
Saved by Jesus, my loving best friend.




",11,2006,"lyrics ruben wedel martin music awas

dont know what i was asking for so long
dont know were i was running so fast
i heard the answers but i hadnt listen to
trying to be apart and playing at two sides

hold me up when all seems to break
give me peace when my life is a war
your love never fails me youre true to the end
saved by jesus my loving best friend

living with him is like a journey home
the lord carries me out of this lives darkness
and washes my sins away
he loves me even if turn away

keep me warm when my love grows cold
stand by me when i feel alone
your love never fails me youre true to the end
saved by jesus my loving best friend",0.40333333333333327
A.W.A.S,Hope,Your Choice,"[lyrics: martin, music: konni, a.w.a.s.]

Once there was peace and love all around.
There was no evil and everything was fine.
Once upon a time, one angel thought in his mind:
I want to be almighty, almighty like God
He was thrown out of heaven and became the Beast,
The beast, that is called
That's called: Satan.

God taught man to love and to live.
Satan seduced to sin, they have to die.
Everyone lived in sin. Satan ruled over them
But God sent his holy son,
So you can get forgiveness of your sin.
and so eternal live. He died for you and he died for me
You can resist the beast and get a peaceful and holy live.

Once you will go to heaven,
and God will reward you thousand times.
Do not trust Satan's word.
He wants to seduce you.
Fight with me, fight with us,
live for Christ and spread his love.
We are strong through Jesus Christ.

At the end of time Satan will be thrown into eternal hell,
everyone who didn't believe t will follow him.
But you could live in heaven, together with the holy God.

Where will you go? Said you yes, or said you no?
Do you trust in Satan's lies, or do you live in Jesus Christ?

",2,2006,"lyrics martin music konni awas

once there was peace and love all around
there was no evil and everything was fine
once upon a time one angel thought in his mind
i want to be almighty almighty like god
he was thrown out of heaven and became the beast
the beast that is called
thats called satan

god taught man to love and to live
satan seduced to sin they have to die
everyone lived in sin satan ruled over them
but god sent his holy son
so you can get forgiveness of your sin
and so eternal live he died for you and he died for me
you can resist the beast and get a peaceful and holy live

once you will go to heaven
and god will reward you thousand times
do not trust satans word
he wants to seduce you
fight with me fight with us
live for christ and spread his love
we are strong through jesus christ

at the end of time satan will be thrown into eternal hell
everyone who didnt believe t will follow him
but you could live in heaven together with the holy god

where will you go said you yes or said you no
do you trust in satans lies or do you live in jesus christ",0.29415584415584417
A.W.A.S,Hope,Erfolg,"[lyrics: martin, music: martin, a.w.a.s.]

Wie siehst du aus Du kannst es nicht
Was fragst du mich Sollen andere doch helfen
Wer hГѓВ¶rt schon auf dich
Du bist nichts so soll es bleiben
Lass es sein es wird nichts geben
Deine Klamotten sind nur Dreck
Dich will eh keiner sehen
Wieso lachst Du? Was ist dein Grund?

Ich habe Geld - doch ich bin arm!
Ich hab ""Freunde"" - und bin allein!
Keine Liebe - wo ist der Sinn?
Wo komm ich her - wo geh ich hin?

Morgens 6 Uhr, es geht los
Ich bin so schГѓВ¶n I am the King
Mein Job ist mein Leben
Ich muss es erreichen aufsteigen, kommandieren
ohne RГѓВјcksicht auf Verluste
Haben sie schon gehГѓВ¶rt?""
Ich hab ein Wahnsinns Haus
Mein Auto ist so mancher Г‚ВґTraum

Ich habe Geld - doch ich bin arm!
Ich hab ""Freunde"" - und bin allein!
Keine Liebe - wo ist der Sinn?
Wo komm ich her - wo geh ich hin?

Wo ist dein Grund zur Freude?
Du hast nichts zu lachen!
Doch freust Du dich des Lebens
wer gibt dir diese Freude?
Du hast kein Geld - trotzdem bist du reich ""

Ich werde nicht ewig hier sein
bald wird Gott sich offenbaren,
Ich bin sein Kind - ihn zu sehen ist mein ziel
Ewig ich mit ihm leben - du kannst es auch
""Wenn ihr mich sucht so werde ich mich von euch finden lassen!""

",3,2006,"lyrics martin music martin awas

wie siehst du aus du kannst es nicht
was fragst du mich sollen andere doch helfen
wer hгѓвrt schon auf dich
du bist nichts so soll es bleiben
lass es sein es wird nichts geben
deine klamotten sind nur dreck
dich will eh keiner sehen
wieso lachst du was ist dein grund

ich habe geld  doch ich bin arm
ich hab freunde  und bin allein
keine liebe  wo ist der sinn
wo komm ich her  wo geh ich hin

morgens 6 uhr es geht los
ich bin so schгѓвn i am the king
mein job ist mein leben
ich muss es erreichen aufsteigen kommandieren
ohne rгѓвјcksicht auf verluste
haben sie schon gehгѓвrt
ich hab ein wahnsinns haus
mein auto ist so mancher гвґtraum

ich habe geld  doch ich bin arm
ich hab freunde  und bin allein
keine liebe  wo ist der sinn
wo komm ich her  wo geh ich hin

wo ist dein grund zur freude
du hast nichts zu lachen
doch freust du dich des lebens
wer gibt dir diese freude
du hast kein geld  trotzdem bist du reich 

ich werde nicht ewig hier sein
bald wird gott sich offenbaren
ich bin sein kind  ihn zu sehen ist mein ziel
ewig ich mit ihm leben  du kannst es auch
wenn ihr mich sucht so werde ich mich von euch finden lassen",0.6
A.W.A.S,Hope,Damned To Death,"[lyrics: martin, music: martin]

What have I done?
Am I schizophren? T
he pieces don't fit! But they are real!
Salt- sweet water flow forth out of one well!
Worship the lord
 and swear at your brother
out of one mouth out of one mouth.

I tried to drown my Old Being,
but I realized, that beast has learned to swim.
You are torturing me - die Tormentor die!
You life in mortality - die Tormentor die!

You try to pull me back, but Golgotha has smashed your neck.
Why do you still keep on fighting and don't accept, you are damned to death?
How can you be so malicious, Feast your eyes on this blood bath?

I tried to drown you Old Being,
but I realized you have learned to swim
You are torturing me die Tormentor die!
You life in mortality die Tormentor die!

Enjoy your remaining time, you little perverse parasite.
you're drunken by innocent blood
One day my time will come, cause he will grind your head! S
o, realize you are damned to death!
Damned to death!
You are damned to death!

",4,2006,"lyrics martin music martin

what have i done
am i schizophren t
he pieces dont fit but they are real
salt sweet water flow forth out of one well
worship the lord
 and swear at your brother
out of one mouth out of one mouth

i tried to drown my old being
but i realized that beast has learned to swim
you are torturing me  die tormentor die
you life in mortality  die tormentor die

you try to pull me back but golgotha has smashed your neck
why do you still keep on fighting and dont accept you are damned to death
how can you be so malicious feast your eyes on this blood bath

i tried to drown you old being
but i realized you have learned to swim
you are torturing me die tormentor die
you life in mortality die tormentor die

enjoy your remaining time you little perverse parasite
youre drunken by innocent blood
one day my time will come cause he will grind your head s
o realize you are damned to death
damned to death
you are damned to death",0.2069444444444445
A.W.A.S,Hope,Hope,"[lyrics: martin, music: martin, a.w.a.s.]

Every day you live in sin, every day without sense
Satan is your god, but soon he will rot
There is fear in your eyes, if you think of what's after death

Your intense hate, will bring you to hell
If you'll not change, your senseless life,
You'll suffer torment, in burning hell

The evil one, he lies to you
He doesn't tell you the truth
Satan tells so many lies
He has lost the paradise
The evil one will never rise
He will pay the price

But there is still hope for You,
'cause god loves you, so much,
that he sent his only son,
who died for you upon the cross.
He wants to set you free,
Jesus is the rescue for everyone,
you can be a child of god
and get eternal life.

Ugly Satan evil liar.
Useless power against Jesus my Messiah.
Your corps will rot. And vultures will drink your blood.
You will burn in eternal fire.
That is your end, Father of lies

Your corpse will rot
But God will still be God
And I'm saved by Jesus
Christ my messiah

",5,2006,"lyrics martin music martin awas

every day you live in sin every day without sense
satan is your god but soon he will rot
there is fear in your eyes if you think of whats after death

your intense hate will bring you to hell
if youll not change your senseless life
youll suffer torment in burning hell

the evil one he lies to you
he doesnt tell you the truth
satan tells so many lies
he has lost the paradise
the evil one will never rise
he will pay the price

but there is still hope for you
cause god loves you so much
that he sent his only son
who died for you upon the cross
he wants to set you free
jesus is the rescue for everyone
you can be a child of god
and get eternal life

ugly satan evil liar
useless power against jesus my messiah
your corps will rot and vultures will drink your blood
you will burn in eternal fire
that is your end father of lies

your corpse will rot
but god will still be god
and im saved by jesus
christ my messiah",-0.24025974025974023
